0000000,POLSKA,2002,114
0200000,DOLNOŒL¥SKIE,2002,110
0400000,KUJAWSKO-POMORSKIE,2002,118
0600000,LUBELSKIE,2002,111
0800000,LUBUSKIE,2002,171
1000000,£ÓDZKIE,2002,86
1200000,MA£OPOLSKIE,2002,113
1400000,MAZOWIECKIE,2002,96
1600000,OPOLSKIE,2002,106
1800000,PODKARPACKIE,2002,115
2000000,PODLASKIE,2002,121
2200000,POMORSKIE,2002,115
2400000,ŒL¥SKIE,2002,128
2600000,ŒWIÊTOKRZYSKIE,2002,125
2800000,WARMIÑSKO-MAZURSKIE,2002,118
3000000,WIELKOPOLSKIE,2002,116
3200000,ZACHODNIOPOMORSKIE,2002,118
0000000,POLSKA,2003,123
0200000,DOLNOŒL¥SKIE,2003,114
0400000,KUJAWSKO-POMORSKIE,2003,120
0600000,LUBELSKIE,2003,159
0800000,LUBUSKIE,2003,163
1000000,£ÓDZKIE,2003,91
1200000,MA£OPOLSKIE,2003,118
1400000,MAZOWIECKIE,2003,101
1600000,OPOLSKIE,2003,129
1800000,PODKARPACKIE,2003,136
2000000,PODLASKIE,2003,119
2200000,POMORSKIE,2003,130
2400000,ŒL¥SKIE,2003,132
2600000,ŒWIÊTOKRZYSKIE,2003,133
2800000,WARMIÑSKO-MAZURSKIE,2003,158
3000000,WIELKOPOLSKIE,2003,119
3200000,ZACHODNIOPOMORSKIE,2003,124
0000000,POLSKA,2004,154
0200000,DOLNOŒL¥SKIE,2004,144
0400000,KUJAWSKO-POMORSKIE,2004,138
0600000,LUBELSKIE,2004,153
0800000,LUBUSKIE,2004,191
1000000,£ÓDZKIE,2004,101
1200000,MA£OPOLSKIE,2004,130
1400000,MAZOWIECKIE,2004,210
1600000,OPOLSKIE,2004,150
1800000,PODKARPACKIE,2004,153
2000000,PODLASKIE,2004,142
2200000,POMORSKIE,2004,144
2400000,ŒL¥SKIE,2004,168
2600000,ŒWIÊTOKRZYSKIE,2004,139
2800000,WARMIÑSKO-MAZURSKIE,2004,179
3000000,WIELKOPOLSKIE,2004,132
3200000,ZACHODNIOPOMORSKIE,2004,139
0000000,POLSKA,2005,199
0200000,DOLNOŒL¥SKIE,2005,197
